user_id,course_id,description,category,tags
user_40,course_17,"This course covers analytics, strategy and helps improve skills in business.",Business,"analytics, strategy"
user_16,course_48,"This course covers data, analytics, java, strategy and helps improve skills in marketing.",Marketing,"data, analytics, java, strategy"
user_62,course_18,"This course covers cloud, business, machine learning, design and helps improve skills in marketing.",Marketing,"cloud, business, machine learning, design"
user_25,course_19,"This course covers data, business, python and helps improve skills in business.",Business,"data, business, python"
user_91,course_35,"This course covers python, cloud, business and helps improve skills in business.",Business,"python, cloud, business"
user_90,course_9,"This course covers python, business and helps improve skills in programming.",Programming,"python, business"
user_61,course_31,"This course covers data, python, business and helps improve skills in programming.",Programming,"data, python, business"
user_62,course_8,"This course covers ux, machine learning, python and helps improve skills in data science.",Data Science,"ux, machine learning, python"
user_20,course_10,"This course covers machine learning, analytics, cloud and helps improve skills in marketing.",Marketing,"machine learning, analytics, cloud"
user_72,course_49,"This course covers cloud, analytics, design, java and helps improve skills in programming.",Programming,"cloud, analytics, design, java"
user_57,course_20,"This course covers business, python, machine learning and helps improve skills in marketing.",Marketing,"business, python, machine learning"
user_98,course_14,"This course covers machine learning, data, analytics and helps improve skills in business.",Business,"machine learning, data, analytics"
user_23,course_36,"This course covers python, design and helps improve skills in data science.",Data Science,"python, design"
user_58,course_45,"This course covers business, python, analytics and helps improve skills in marketing.",Marketing,"business, python, analytics"
user_37,course_46,"This course covers ux, machine learning, analytics, data and helps improve skills in design.",Design,"ux, machine learning, analytics, data"
user_81,course_38,"This course covers machine learning, java, analytics and helps improve skills in business.",Business,"machine learning, java, analytics"
user_83,course_10,"This course covers machine learning, python and helps improve skills in design.",Design,"machine learning, python"
user_22,course_20,"This course covers cloud, business, ux, python and helps improve skills in marketing.",Marketing,"cloud, business, ux, python"
user_60,course_45,"This course covers design, business, ux, analytics and helps improve skills in design.",Design,"design, business, ux, analytics"
user_11,course_39,"This course covers strategy, business, python and helps improve skills in data science.",Data Science,"strategy, business, python"
user_12,course_15,"This course covers python, business, cloud, design and helps improve skills in marketing.",Marketing,"python, business, cloud, design"
user_97,course_12,"This course covers ux, business, data, java and helps improve skills in programming.",Programming,"ux, business, data, java"
user_56,course_41,"This course covers ux, strategy and helps improve skills in programming.",Programming,"ux, strategy"
user_53,course_22,"This course covers machine learning, data, strategy, analytics and helps improve skills in design.",Design,"machine learning, data, strategy, analytics"
user_89,course_32,"This course covers design, java, python, analytics and helps improve skills in design.",Design,"design, java, python, analytics"
user_12,course_21,"This course covers machine learning, design, python and helps improve skills in design.",Design,"machine learning, design, python"
user_85,course_35,"This course covers python, analytics, strategy and helps improve skills in programming.",Programming,"python, analytics, strategy"
user_80,course_49,"This course covers ux, python, analytics, data and helps improve skills in programming.",Programming,"ux, python, analytics, data"
user_71,course_9,"This course covers ux, machine learning, python and helps improve skills in design.",Design,"ux, machine learning, python"
user_81,course_39,"This course covers data, business, python, java and helps improve skills in business.",Business,"data, business, python, java"
user_53,course_6,"This course covers ux, machine learning and helps improve skills in business.",Business,"ux, machine learning"
user_83,course_10,"This course covers business, java, cloud, analytics and helps improve skills in programming.",Programming,"business, java, cloud, analytics"
user_62,course_31,"This course covers java, data, design and helps improve skills in business.",Business,"java, data, design"
user_25,course_39,"This course covers data, machine learning, business, design and helps improve skills in marketing.",Marketing,"data, machine learning, business, design"
user_54,course_22,"This course covers python, business, java and helps improve skills in marketing.",Marketing,"python, business, java"
user_76,course_38,"This course covers ux, java and helps improve skills in programming.",Programming,"ux, java"
user_62,course_23,"This course covers java, design, ux, data and helps improve skills in design.",Design,"java, design, ux, data"
user_25,course_45,"This course covers design, analytics, cloud, python and helps improve skills in business.",Business,"design, analytics, cloud, python"
user_41,course_48,"This course covers design, cloud, data, analytics and helps improve skills in programming.",Programming,"design, cloud, data, analytics"
user_5,course_9,"This course covers strategy, machine learning, ux, python and helps improve skills in marketing.",Marketing,"strategy, machine learning, ux, python"
user_68,course_30,"This course covers data, design, cloud, python and helps improve skills in data science.",Data Science,"data, design, cloud, python"
user_61,course_17,"This course covers design, machine learning, strategy, cloud and helps improve skills in design.",Design,"design, machine learning, strategy, cloud"
user_87,course_35,"This course covers ux, java, python and helps improve skills in programming.",Programming,"ux, java, python"
user_80,course_5,"This course covers business, analytics, machine learning, java and helps improve skills in business.",Business,"business, analytics, machine learning, java"
user_13,course_49,"This course covers data, business, python and helps improve skills in data science.",Data Science,"data, business, python"
user_6,course_21,"This course covers strategy, cloud, design and helps improve skills in data science.",Data Science,"strategy, cloud, design"
user_19,course_16,"This course covers cloud, data, java and helps improve skills in marketing.",Marketing,"cloud, data, java"
user_23,course_6,"This course covers cloud, analytics, ux and helps improve skills in marketing.",Marketing,"cloud, analytics, ux"
user_75,course_10,"This course covers business, ux, cloud and helps improve skills in business.",Business,"business, ux, cloud"
user_86,course_1,"This course covers java, data, machine learning and helps improve skills in programming.",Programming,"java, data, machine learning"
user_57,course_23,"This course covers design, business, ux and helps improve skills in marketing.",Marketing,"design, business, ux"
user_39,course_13,"This course covers machine learning, analytics, design and helps improve skills in programming.",Programming,"machine learning, analytics, design"
user_74,course_23,"This course covers business, python, design and helps improve skills in marketing.",Marketing,"business, python, design"
user_36,course_1,"This course covers python, ux, business, design and helps improve skills in marketing.",Marketing,"python, ux, business, design"
user_30,course_39,"This course covers analytics, business and helps improve skills in design.",Design,"analytics, business"
user_87,course_49,"This course covers machine learning, python, business, design and helps improve skills in business.",Business,"machine learning, python, business, design"
user_57,course_3,"This course covers data, machine learning, business and helps improve skills in marketing.",Marketing,"data, machine learning, business"
user_42,course_48,"This course covers analytics, data and helps improve skills in programming.",Programming,"analytics, data"
user_70,course_24,"This course covers business, data, cloud, design and helps improve skills in marketing.",Marketing,"business, data, cloud, design"
user_62,course_19,"This course covers ux, machine learning and helps improve skills in design.",Design,"ux, machine learning"
user_19,course_49,"This course covers design, java, strategy, python and helps improve skills in business.",Business,"design, java, strategy, python"
user_51,course_1,"This course covers machine learning, ux, strategy, java and helps improve skills in design.",Design,"machine learning, ux, strategy, java"
user_96,course_44,"This course covers design, strategy, machine learning, java and helps improve skills in design.",Design,"design, strategy, machine learning, java"
user_30,course_31,"This course covers java, strategy, analytics, cloud and helps improve skills in data science.",Data Science,"java, strategy, analytics, cloud"
user_9,course_41,"This course covers business, design, machine learning, ux and helps improve skills in programming.",Programming,"business, design, machine learning, ux"
user_6,course_3,"This course covers machine learning, cloud, analytics and helps improve skills in design.",Design,"machine learning, cloud, analytics"
user_69,course_9,"This course covers strategy, java, design and helps improve skills in programming.",Programming,"strategy, java, design"
user_76,course_48,"This course covers machine learning, ux, design and helps improve skills in business.",Business,"machine learning, ux, design"
user_36,course_3,"This course covers ux, cloud and helps improve skills in design.",Design,"ux, cloud"
user_31,course_24,"This course covers strategy, java, cloud, python and helps improve skills in data science.",Data Science,"strategy, java, cloud, python"
user_51,course_18,"This course covers ux, machine learning and helps improve skills in business.",Business,"ux, machine learning"
user_85,course_14,"This course covers python, strategy and helps improve skills in marketing.",Marketing,"python, strategy"
user_32,course_9,"This course covers machine learning, java and helps improve skills in marketing.",Marketing,"machine learning, java"
user_27,course_38,"This course covers strategy, data and helps improve skills in business.",Business,"strategy, data"
user_77,course_1,"This course covers data, java and helps improve skills in design.",Design,"data, java"
user_33,course_12,"This course covers python, data, cloud, java and helps improve skills in data science.",Data Science,"python, data, cloud, java"
user_31,course_38,"This course covers data, business and helps improve skills in design.",Design,"data, business"
user_7,course_9,"This course covers machine learning, cloud, ux, analytics and helps improve skills in programming.",Programming,"machine learning, cloud, ux, analytics"
user_100,course_24,"This course covers machine learning, ux, analytics, business and helps improve skills in marketing.",Marketing,"machine learning, ux, analytics, business"
user_6,course_47,"This course covers ux, python, java and helps improve skills in marketing.",Marketing,"ux, python, java"
user_62,course_26,"This course covers machine learning, ux, java, python and helps improve skills in programming.",Programming,"machine learning, ux, java, python"
user_11,course_21,"This course covers machine learning, data and helps improve skills in marketing.",Marketing,"machine learning, data"
user_36,course_40,"This course covers strategy, design, business, analytics and helps improve skills in marketing.",Marketing,"strategy, design, business, analytics"
user_65,course_39,"This course covers machine learning, java and helps improve skills in programming.",Programming,"machine learning, java"
user_93,course_14,"This course covers analytics, design, strategy and helps improve skills in programming.",Programming,"analytics, design, strategy"
user_59,course_26,"This course covers machine learning, strategy, design, data and helps improve skills in programming.",Programming,"machine learning, strategy, design, data"
user_86,course_17,"This course covers ux, machine learning and helps improve skills in design.",Design,"ux, machine learning"
user_12,course_6,"This course covers machine learning, strategy, data and helps improve skills in data science.",Data Science,"machine learning, strategy, data"
user_72,course_4,"This course covers java, strategy, machine learning, analytics and helps improve skills in marketing.",Marketing,"java, strategy, machine learning, analytics"
user_46,course_43,"This course covers python, business, java, data and helps improve skills in programming.",Programming,"python, business, java, data"
user_14,course_37,"This course covers data, ux and helps improve skills in marketing.",Marketing,"data, ux"
user_29,course_7,"This course covers strategy, machine learning, business, ux and helps improve skills in design.",Design,"strategy, machine learning, business, ux"
user_29,course_28,"This course covers cloud, java, python, business and helps improve skills in marketing.",Marketing,"cloud, java, python, business"
user_85,course_45,"This course covers data, business and helps improve skills in design.",Design,"data, business"
user_90,course_49,"This course covers strategy, python, data and helps improve skills in design.",Design,"strategy, python, data"
user_19,course_37,"This course covers data, python and helps improve skills in programming.",Programming,"data, python"
user_12,course_48,"This course covers design, cloud and helps improve skills in marketing.",Marketing,"design, cloud"
user_59,course_22,"This course covers business, strategy, machine learning and helps improve skills in business.",Business,"business, strategy, machine learning"
user_7,course_10,"This course covers python, machine learning, business, analytics and helps improve skills in business.",Business,"python, machine learning, business, analytics"
user_85,course_28,"This course covers ux, design, business, machine learning and helps improve skills in programming.",Programming,"ux, design, business, machine learning"
user_97,course_33,"This course covers design, machine learning, business and helps improve skills in data science.",Data Science,"design, machine learning, business"
user_87,course_44,"This course covers java, business, python and helps improve skills in marketing.",Marketing,"java, business, python"
user_29,course_26,"This course covers python, analytics and helps improve skills in marketing.",Marketing,"python, analytics"
user_39,course_14,"This course covers business, strategy, machine learning and helps improve skills in business.",Business,"business, strategy, machine learning"
user_1,course_32,"This course covers data, design and helps improve skills in programming.",Programming,"data, design"
user_69,course_46,"This course covers java, strategy, machine learning, analytics and helps improve skills in business.",Business,"java, strategy, machine learning, analytics"
user_95,course_3,"This course covers ux, machine learning and helps improve skills in programming.",Programming,"ux, machine learning"
user_41,course_37,"This course covers design, cloud, business, python and helps improve skills in programming.",Programming,"design, cloud, business, python"
user_52,course_2,"This course covers cloud, ux and helps improve skills in design.",Design,"cloud, ux"
user_89,course_24,"This course covers machine learning, analytics, design and helps improve skills in data science.",Data Science,"machine learning, analytics, design"
user_76,course_26,"This course covers design, business and helps improve skills in marketing.",Marketing,"design, business"
user_96,course_22,"This course covers data, machine learning, java and helps improve skills in business.",Business,"data, machine learning, java"
user_68,course_33,"This course covers strategy, data, analytics and helps improve skills in business.",Business,"strategy, data, analytics"
user_14,course_10,"This course covers data, cloud and helps improve skills in design.",Design,"data, cloud"
user_98,course_49,"This course covers ux, cloud and helps improve skills in data science.",Data Science,"ux, cloud"
user_97,course_37,"This course covers cloud, strategy, java and helps improve skills in marketing.",Marketing,"cloud, strategy, java"
user_20,course_29,"This course covers ux, business, java and helps improve skills in data science.",Data Science,"ux, business, java"
user_76,course_4,"This course covers machine learning, business, ux, analytics and helps improve skills in design.",Design,"machine learning, business, ux, analytics"
user_5,course_4,"This course covers machine learning, cloud, design and helps improve skills in design.",Design,"machine learning, cloud, design"
user_60,course_38,"This course covers python, ux, analytics, data and helps improve skills in marketing.",Marketing,"python, ux, analytics, data"
user_78,course_31,"This course covers python, ux and helps improve skills in marketing.",Marketing,"python, ux"
user_14,course_22,"This course covers data, python, analytics, strategy and helps improve skills in data science.",Data Science,"data, python, analytics, strategy"
user_57,course_29,"This course covers cloud, data, strategy, java and helps improve skills in marketing.",Marketing,"cloud, data, strategy, java"
user_37,course_25,"This course covers cloud, python, strategy and helps improve skills in programming.",Programming,"cloud, python, strategy"
user_9,course_22,"This course covers design, business, java, strategy and helps improve skills in data science.",Data Science,"design, business, java, strategy"
user_85,course_39,"This course covers machine learning, data, strategy and helps improve skills in business.",Business,"machine learning, data, strategy"
user_40,course_42,"This course covers cloud, machine learning and helps improve skills in programming.",Programming,"cloud, machine learning"
user_40,course_36,"This course covers strategy, data, machine learning, cloud and helps improve skills in programming.",Programming,"strategy, data, machine learning, cloud"
user_86,course_28,"This course covers python, strategy, business and helps improve skills in marketing.",Marketing,"python, strategy, business"
user_24,course_14,"This course covers analytics, cloud, data and helps improve skills in design.",Design,"analytics, cloud, data"
user_20,course_5,"This course covers java, cloud and helps improve skills in design.",Design,"java, cloud"
user_95,course_34,"This course covers strategy, data, design, machine learning and helps improve skills in data science.",Data Science,"strategy, data, design, machine learning"
user_21,course_12,"This course covers ux, python and helps improve skills in marketing.",Marketing,"ux, python"
user_53,course_24,"This course covers cloud, business, ux and helps improve skills in business.",Business,"cloud, business, ux"
user_30,course_35,"This course covers ux, analytics, strategy and helps improve skills in business.",Business,"ux, analytics, strategy"
user_87,course_37,"This course covers business, design, java and helps improve skills in programming.",Programming,"business, design, java"
user_21,course_13,"This course covers business, python and helps improve skills in marketing.",Marketing,"business, python"
user_83,course_31,"This course covers machine learning, java, cloud, data and helps improve skills in design.",Design,"machine learning, java, cloud, data"
user_11,course_49,"This course covers ux, java, data and helps improve skills in business.",Business,"ux, java, data"
user_56,course_6,"This course covers strategy, python, design and helps improve skills in business.",Business,"strategy, python, design"
user_7,course_26,"This course covers analytics, design, machine learning and helps improve skills in marketing.",Marketing,"analytics, design, machine learning"
user_48,course_15,"This course covers machine learning, strategy, data and helps improve skills in data science.",Data Science,"machine learning, strategy, data"
user_18,course_3,"This course covers data, ux, java and helps improve skills in design.",Design,"data, ux, java"
user_79,course_1,"This course covers business, analytics and helps improve skills in data science.",Data Science,"business, analytics"
user_20,course_36,"This course covers design, machine learning, business, java and helps improve skills in marketing.",Marketing,"design, machine learning, business, java"
user_39,course_8,"This course covers design, ux and helps improve skills in data science.",Data Science,"design, ux"
user_9,course_8,"This course covers java, python, analytics, strategy and helps improve skills in programming.",Programming,"java, python, analytics, strategy"
user_19,course_19,"This course covers cloud, strategy and helps improve skills in programming.",Programming,"cloud, strategy"
user_31,course_37,"This course covers machine learning, java and helps improve skills in programming.",Programming,"machine learning, java"
user_47,course_5,"This course covers java, cloud, python, analytics and helps improve skills in marketing.",Marketing,"java, cloud, python, analytics"
user_61,course_3,"This course covers business, python, strategy and helps improve skills in programming.",Programming,"business, python, strategy"
user_9,course_23,"This course covers machine learning, strategy, data, python and helps improve skills in business.",Business,"machine learning, strategy, data, python"
user_46,course_35,"This course covers data, ux, java, strategy and helps improve skills in design.",Design,"data, ux, java, strategy"
user_24,course_9,"This course covers ux, python, business, machine learning and helps improve skills in data science.",Data Science,"ux, python, business, machine learning"
user_6,course_13,"This course covers business, java, design and helps improve skills in data science.",Data Science,"business, java, design"
user_70,course_31,"This course covers analytics, business and helps improve skills in design.",Design,"analytics, business"
user_46,course_50,"This course covers strategy, business, machine learning, design and helps improve skills in data science.",Data Science,"strategy, business, machine learning, design"
user_48,course_28,"This course covers ux, design, strategy, machine learning and helps improve skills in programming.",Programming,"ux, design, strategy, machine learning"
user_64,course_45,"This course covers java, business, machine learning and helps improve skills in programming.",Programming,"java, business, machine learning"
user_94,course_28,"This course covers cloud, data, business and helps improve skills in data science.",Data Science,"cloud, data, business"
user_42,course_7,"This course covers business, cloud, ux and helps improve skills in data science.",Data Science,"business, cloud, ux"
user_78,course_46,"This course covers ux, strategy and helps improve skills in programming.",Programming,"ux, strategy"
user_58,course_3,"This course covers design, business, python, ux and helps improve skills in design.",Design,"design, business, python, ux"
user_86,course_41,"This course covers java, data, python and helps improve skills in programming.",Programming,"java, data, python"
user_19,course_39,"This course covers data, machine learning and helps improve skills in programming.",Programming,"data, machine learning"
user_31,course_50,"This course covers design, python, data and helps improve skills in design.",Design,"design, python, data"
user_87,course_29,"This course covers ux, machine learning, data and helps improve skills in design.",Design,"ux, machine learning, data"
user_68,course_24,"This course covers business, analytics, machine learning and helps improve skills in programming.",Programming,"business, analytics, machine learning"
user_4,course_48,"This course covers java, design, machine learning and helps improve skills in business.",Business,"java, design, machine learning"
user_34,course_50,"This course covers ux, analytics, business, strategy and helps improve skills in design.",Design,"ux, analytics, business, strategy"
user_63,course_13,"This course covers machine learning, ux and helps improve skills in data science.",Data Science,"machine learning, ux"
